〃,"signo ídem"
ぎょろぎょろ,"con los ojos como platos "
ぎょろぎょろ,"con los ojos desorbitados"
ギラギラ,brillando
ギラギラ,chispeando
ギラギラ,centellando
ぎらぎら,brillando
ぎらぎら,chispeando
ぎらぎら,centellando
くさくさ,"aburrirse "
くさくさ,deprimirse
くさくさ,"triste "
くさくさ,"melancólico "
くさくさ,"deprimido "
くさくさ,aburrido
クサクサ,"aburrirse "
クサクサ,deprimirse
クサクサ,"triste "
クサクサ,"melancólico "
クサクサ,"deprimido "
クサクサ,aburrido
くしゃくしゃ,arrugar
くしゃくしゃ,fruncir
くしゃくしゃ,rizar
クシャクシャ,arrugar
クシャクシャ,fruncir
クシャクシャ,rizar
嚏,estornudo
嚔,estornudo
擽ったい,cosquilloso
擽ぐったい,cosquilloso
擽る,cosquillear
擽る,excitar
擽る,estimular
擽る,halagar
擽ぐる,cosquillear
擽ぐる,excitar
擽ぐる,estimular
擽ぐる,halagar
グダグダ,agotado
グダグダ,"muerto (de cansancio)"
グダグダ,"agotado "
グダグダ,"rendido "
グダグダ,"hecho polvo "
グダグダ,"desvencijado "
グダグダ,"hecho trizas "
グダグダ,"hecho fosfatina "
グダグダ,"hecho papilla"
ぐだぐだ,agotado
ぐだぐだ,"muerto (de cansancio)"
ぐだぐだ,"agotado "
ぐだぐだ,"rendido "
ぐだぐだ,"hecho polvo "
ぐだぐだ,"desvencijado "
ぐだぐだ,"hecho trizas "
ぐだぐだ,"hecho fosfatina "
ぐだぐだ,"hecho papilla"
クタクタ,agotado
クタクタ,"muerto (de cansancio)"
クタクタ,"agotado "
クタクタ,"rendido "
クタクタ,"hecho polvo "
クタクタ,"desvencijado "
クタクタ,"hecho trizas "
クタクタ,"hecho fosfatina "
クタクタ,"hecho papilla"
くたくた,agotado
くたくた,"muerto (de cansancio)"
くたくた,"agotado "
くたくた,"rendido "
くたくた,"hecho polvo "
くたくた,"desvencijado "
くたくた,"hecho trizas "
くたくた,"hecho fosfatina "
くたくた,"hecho papilla"
グタグタ,agotado
グタグタ,"muerto (de cansancio)"
グタグタ,"agotado "
グタグタ,"rendido "
グタグタ,"hecho polvo "
グタグタ,"desvencijado "
グタグタ,"hecho trizas "
グタグタ,"hecho fosfatina "
グタグタ,"hecho papilla"
ぐたぐた,agotado
ぐたぐた,"muerto (de cansancio)"
ぐたぐた,"agotado "
ぐたぐた,"rendido "
ぐたぐた,"hecho polvo "
ぐたぐた,"desvencijado "
ぐたぐた,"hecho trizas "
ぐたぐた,"hecho fosfatina "
ぐたぐた,"hecho papilla"
くたばっちまえ,"¡muérete ya! "
くたばっちまえ,"¡vete a la mierda!"
くたばっちまえ,"tú bastardo"
くたばっちまえ,¡jódete!
くたばってしまえ,"¡muérete ya! "
くたばってしまえ,"¡vete a la mierda!"
くたばってしまえ,"tú bastardo"
くたばってしまえ,¡jódete!
くたばる,"estirar la pata"
くたばる,"caer muerto"
くたばれ,jódete
くたばれ,largate
くたばれ,"vete al infierno"
くたばれ,muerete
草臥れる,fatigarse
草臥れる,fastidiarse
くっきり,"nítidamente "
くっきり,"claramente "
くっきり,destacadamente
くっきり,claramente
くっきり,distintamente
くっ付く,tocar
くっ付く,"estar en contacto"
食っ付く,tocar
食っ付く,"estar en contacto"
くっ付ける,pegarse
くっ付ける,adjuntarse
くっ付ける,anexarse
くっ着ける,pegarse
くっ着ける,adjuntarse
くっ着ける,anexarse
食っ付ける,pegarse
食っ付ける,adjuntarse
食っ付ける,anexarse
くどくど,tediosamente
くどくど,redundantemente
くねる,"zigzaguear "
くねる,serpentear
隈なく,"sin excepción"
隈無く,"sin excepción"
くよくよ,lamentandose
クヨクヨ,lamentandose
クラクラ,"marearse "
クラクラ,"sentir un vahído "
クラクラ,"arder de celos "
クラクラ,"quemarse de envidia "
クラクラ,hervir
くらくら,"marearse "
くらくら,"sentir un vahído "
くらくら,"arder de celos "
くらくら,"quemarse de envidia "
くらくら,hervir
比べ,competición
比べ,rivalización
比べ,desafío
比べ,comparación
較べ,competición
較べ,rivalización
較べ,desafío
較べ,comparación
競べ,competición
競べ,rivalización
競べ,desafío
競べ,comparación
くるくる,"en circulos"
クルクル,"en circulos"
くる病,raquitismo
佝僂病,raquitismo
痀瘻病,raquitismo
愚図愚図,lentamente
愚図愚図,perezosamente
愚図愚図,"con parsimonia"
愚図愚図,derrumbarse
愚図愚図,desmoronarse
ぐっすり,"profundamente (dormir)"
グッスリ,"profundamente (dormir)"
ぐったり,desfallecer
ぐったり,decaer
ぐたり,desfallecer
ぐたり,decaer
ぐっと,pujando
ぐっと,fuertemente
ぐっと,firmemente
ぐにゃぐにゃ,"gomoso "
ぐにゃぐにゃ,"reblandecido "
ぐにゃぐにゃ,"esponjoso "
ぐにゃぐにゃ,blanducho
グニャグニャ,"gomoso "
グニャグニャ,"reblandecido "
グニャグニャ,"esponjoso "
グニャグニャ,blanducho
グラグラ,tambaleandose
グラグラ,balanceandose
ぐらぐら,tambaleandose
ぐらぐら,balanceandose
ぐるぐる,"girar y girar"
グルグル,"girar y girar"
けじめ,distinción
けじめ,diferencia
ケジメ,distinción
ケジメ,diferencia
けど,pero
けど,"sin embargo"
けど,mas
けど,"de todas formas"
けど,aunque
けれど,pero
けれど,"sin embargo"
けれど,mas
けれど,"de todas formas"
けれど,aunque
けれども,pero
けれども,"sin embargo"
けれども,mas
けれども,"de todas formas"
けれども,aunque
けども,pero
けども,"sin embargo"
けども,mas
けども,"de todas formas"
けども,aunque
けんど,pero
けんど,"sin embargo"
けんど,mas
けんど,"de todas formas"
けんど,aunque
げっそり,chupado
げっそり,desilusionado
げっそり,frustrado
ゲロ,vómito
げろ,vómito
斯う,"de esta manera"
斯う,así
斯う,tal
斯う,"pausa verbal"
こう言う,tal
こう言う,"así (como esto)"
こう言う,"este tipo de"
斯ういう,tal
斯ういう,"así (como esto)"
斯ういう,"este tipo de"
斯う言う,tal
斯う言う,"así (como esto)"
斯う言う,"este tipo de"
こじつける,"tergiversar "
こじつける,"retorcer "
こじつける,"usar argumentos retorcidos"
こせこせ,"puntilloso "
こせこせ,"tiquismiquis "
こせこせ,"escrupuloso "
こせこせ,"minucioso "
こせこせ,"estrecho "
こせこせ,angosto
こそ,"seguro que (da énfasis a la palabra anterior)"
こそこそ,"hacer algo sigilosamente"
此方,"por aquí"
此方,"(en) esta dirección"
此方,aquí
此方,este
此方,yo
此方,"esta persona"
こちらこそ,"igualmente (al ser presentado)"
こっそり,furtivamente
こっそり,silenciosamente
こつこつ,diligentemente
コツコツ,diligentemente
コトコト,"golpear algo duro suavemente y con continuidad "
コトコト,"bullir "
コトコト,"hervir "
コトコト,borbotear
ことこと,"golpear algo duro suavemente y con continuidad "
ことこと,"bullir "
ことこと,"hervir "
ことこと,borbotear
悉く,enteramente
悉く,completamente
尽く,enteramente
尽く,completamente
事になる,"se ha decidido así"
事になる,"se ha dispuesto así"
こんにちわ,hola
こんにちわ,"buenos dias (saludo durante el día)"
こにちわ,hola
こにちわ,"buenos dias (saludo durante el día)"
こにちは,hola
こにちは,"buenos dias (saludo durante el día)"
このため,"Por esto"
この間,"el otro día"
この間,recientemente
この間,ultimamente
この間,"durante este periodo"
この間,"durante este período"
此の間,"el otro día"
此の間,recientemente
此の間,ultimamente
此の間,"durante este periodo"
此の間,"durante este período"
この頃,recientemente
この頃,últimamente
この頃,"hoy en día"
この頃,"esos días"
此の頃,recientemente
此の頃,últimamente
此の頃,"hoy en día"
此の頃,"esos días"
この場合,"en este caso"
この度,"en esta ocasión"
この度,"en esta oportunidad"
この度,"esta vez"
此の度,"en esta ocasión"
此の度,"en esta oportunidad"
此の度,"esta vez"
此度,"en esta ocasión"
此度,"en esta oportunidad"
此度,"esta vez"
この辺,"Esta área"
この辺,"este vecindario"
この辺,alrededor
此の辺,"Esta área"
此の辺,"este vecindario"
此の辺,alrededor
こら,¡oye!
こら,¡oiga!
こら,eh!
コラ,¡oye!
コラ,¡oiga!
コラ,eh!
ゴルァ,¡oye!
ゴルァ,¡oiga!
ゴルァ,eh!
此れから,"(n-t,uk) después de esto"
此から,"(n-t,uk) después de esto"
これで,aquí
これで,"con esto"
これ迄,"hasta ahora"
此れまで,"hasta ahora"
是迄,"hasta ahora"
此れ迄,"hasta ahora"
ころころ,"una cosa pequeña y redonda que rueda"
ころころ,"sonido agradable de tono alto"
ころころ,"algo que cambia frecuentemente"
コロコロ,"una cosa pequeña y redonda que rueda"
コロコロ,"sonido agradable de tono alto"
コロコロ,"algo que cambia frecuentemente"
ころんころん,"una cosa pequeña y redonda que rueda"
ころんころん,"sonido agradable de tono alto"
ころんころん,"algo que cambia frecuentemente"
ころり,"fácilmente "
ころり,repentinamente
ころり,fácilmente
ころり,totalmente
ころり,"cambiar completamente"
ころり,"sonido de algo que cae o rueda"
コロリ,"fácilmente "
コロリ,repentinamente
コロリ,fácilmente
コロリ,totalmente
コロリ,"cambiar completamente"
コロリ,"sonido de algo que cae o rueda"
コンコン,"golpear algo sólido "
コンコン,"toc-toc "
コンコン,"onomatopeya de la tos "
コンコン,"nevar o granizar mucho"
こんこん,"golpear algo sólido "
こんこん,"toc-toc "
こんこん,"onomatopeya de la tos "
こんこん,"nevar o granizar mucho"
こんな,tal
こんな,"así (como esto)"
こんな,"este tipo de"
こんなに,así
こんなに,tan
こんなに,"a tal grado"
ゴソゴソ,"ruido confuso "
ゴソゴソ,"sonido turbio "
ゴソゴソ,murmullo
ごそごそ,"ruido confuso "
ごそごそ,"sonido turbio "
ごそごそ,murmullo
ゴタゴタ,"liado "
ゴタゴタ,"confuso "
ゴタゴタ,"embrollado "
ゴタゴタ,"desordenado "
ゴタゴタ,"en desavenencia "
ゴタゴタ,"con disputa"
ごたごた,"liado "
ごたごた,"confuso "
ごたごた,"embrollado "
ごたごた,"desordenado "
ごたごた,"en desavenencia "
ごたごた,"con disputa"
ごちゃごちゃ,"revuelto "
ごちゃごちゃ,"desordenado "
ごちゃごちゃ,"embrollado "
ごちゃごちゃ,embarullado
ごちゃ,"revuelto "
ごちゃ,"desordenado "
ごちゃ,"embrollado "
ごちゃ,embarullado
ごっちゃ,"revuelto "
ごっちゃ,"desordenado "
ごっちゃ,"embrollado "
ごっちゃ,embarullado
ごちゃくちゃ,"revuelto "
ごちゃくちゃ,"desordenado "
ごちゃくちゃ,"embrollado "
ごちゃくちゃ,embarullado
ゴチャゴチャ,"revuelto "
ゴチャゴチャ,"desordenado "
ゴチャゴチャ,"embrollado "
ゴチャゴチャ,embarullado
ゴチャ,"revuelto "
ゴチャ,"desordenado "
ゴチャ,"embrollado "
ゴチャ,embarullado
ゴッチャ,"revuelto "
ゴッチャ,"desordenado "
ゴッチャ,"embrollado "
ゴッチャ,embarullado
ゴチャクチャ,"revuelto "
ゴチャクチャ,"desordenado "
ゴチャクチャ,"embrollado "
ゴチャクチャ,embarullado
ゴミ箱,papelera
ゴミ箱,"bote de basura"
ゴミ箱,"cubo de la basura"
ごみ箱,papelera
ごみ箱,"bote de basura"
ごみ箱,"cubo de la basura"
護美箱,papelera
護美箱,"bote de basura"
護美箱,"cubo de la basura"
塵箱,papelera
塵箱,"bote de basura"
塵箱,"cubo de la basura"
芥箱,papelera
芥箱,"bote de basura"
芥箱,"cubo de la basura"
ゴロゴロ,ronroneando
ゴロゴロ,tronando
ゴロゴロ,estrepitosamente
ゴロゴロ,rugiendo
ごろごろ,ronroneando
ごろごろ,tronando
ごろごろ,estrepitosamente
ごろごろ,rugiendo
ゴロンゴロン,ronroneando
ゴロンゴロン,tronando
ゴロンゴロン,estrepitosamente
ゴロンゴロン,rugiendo
ごろんごろん,ronroneando
ごろんごろん,tronando
ごろんごろん,estrepitosamente
ごろんごろん,rugiendo
ご苦労様,"gracias por tomarse la molestia de..."
ご苦労様,"gracias por hacerme el favor de..."
ご苦労さま,"gracias por tomarse la molestia de..."
ご苦労さま,"gracias por hacerme el favor de..."
御苦労様,"gracias por tomarse la molestia de..."
御苦労様,"gracias por hacerme el favor de..."
御苦労さま,"gracias por tomarse la molestia de..."
御苦労さま,"gracias por hacerme el favor de..."
ご兄弟,hermanos
ご兄弟,"hermanos y hermanas"
御兄弟,hermanos
御兄弟,"hermanos y hermanas"
ご馳走様でした,"Estuvo delicioso (después de comer)"
ご馳走さまでした,"Estuvo delicioso (después de comer)"
御馳走様でした,"Estuvo delicioso (después de comer)"
さあ,vamos
さあ,ven
さあ,"ven ahora"
さー,vamos
さー,ven
さー,"ven ahora"
さぁ,vamos
さぁ,ven
さぁ,"ven ahora"
さえ,incluso
さくさく,"crujir "
さくさく,"ruido de un líquido al ser vertido "
さくさく,"ruido de pisadas sobre nieve o arena"
サクサク,"crujir "
サクサク,"ruido de un líquido al ser vertido "
サクサク,"ruido de pisadas sobre nieve o arena"
為せる,"hacer (por alguien) "
為せる,"permitir (por alguien) a"
させ子,prostituta
さっき,"hace un rato"
さっき,"hace un momento"
さっき,"hace poco"
さっさ,rápidamente
さっさ,"de prisa"
さっさ,"deprisa "
さっさ,"rápidamente "
さっさ,"inmediatamente "
さっさ,"sonido del viento o de las olas"
サッサ,rápidamente
サッサ,"de prisa"
サッサ,"deprisa "
サッサ,"rápidamente "
サッサ,"inmediatamente "
サッサ,"sonido del viento o de las olas"
颯と,rápidamente
颯と,instantáneamente
颯と,repentinamente
颯と,"de repente"
颯と,"al instante"
颯と,"de sopetón"
颯と,"de golpe"
颯っと,rápidamente
颯っと,instantáneamente
颯っと,repentinamente
颯っと,"de repente"
颯っと,"al instante"
颯っと,"de sopetón"
颯っと,"de golpe"
さっぱり,refrescarse
さっぱり,claro
さっぱり,definido
さっぱり,limpio
さっぱり,franco
さてさて,bueno
さてさて,ahora
さてさて,entonces
さめざめ,"sollozar "
さめざめ,"llorar con lágrimas y en silencio "
さめざめ,"con detalle "
さめざめ,"en profundidad"
さん,señor
さん,"señorita (sufijo de cortesía)"
ザクザク,"pisar algo arenoso "
ザクザク,"remover o pisar algo granulado "
ザクザク,"manar en abundancia "
ザクザク,"cortar de un tajo (especialmente vegetales)"
ざくざく,"pisar algo arenoso "
ざくざく,"remover o pisar algo granulado "
ざくざく,"manar en abundancia "
ざくざく,"cortar de un tajo (especialmente vegetales)"
ざっくばらん,"a las claras "
ざっくばらん,"con franqueza "
ざっくばらん,"sin tapujos"
ざっくばらん,franqueza
ざっと,aproximadamente
ざまを見ろ,"¿lo ves?"
ざまを見ろ,"¡se te está bien!"
ざまを見ろ,"¡te está bien empleado!"
ざまを見ろ,"¡así aprenderás!"
様を見ろ,"¿lo ves?"
様を見ろ,"¡se te está bien!"
様を見ろ,"¡te está bien empleado!"
様を見ろ,"¡así aprenderás!"
ザラザラ,áspero
ざらざら,áspero
ざわざわ,ruidosamente
ざわざわ,crujiente
しか,sólo
しか,excepto
頻りに,"con frecuencia"
頻りに,constantemente
しくじる,fracasar
しくじる,"ser despedido"
繁繁,frecuentemente
繁繁,"a menudo"
繁繁,"muchas veces"
繁繁,"mirar fijamente"
繁々,frecuentemente
繁々,"a menudo"
繁々,"muchas veces"
繁々,"mirar fijamente"
執拗い,insistente
執拗い,obstinado
しとしと,ligeramente
しとしと,silenciosamente
しとしと,húmedo
屡々,frecuentemente
屡々,"una y otra vez"
屡々,"a menudo"
屡屡,frecuentemente
屡屡,"una y otra vez"
屡屡,"a menudo"
屡,frecuentemente
屡,"una y otra vez"
屡,"a menudo"
数数,frecuentemente
数数,"una y otra vez"
数数,"a menudo"
数々,frecuentemente
