word,reading,translation,tags
イスラーム,イスラーム,islam,n/adj-no
イスラム教徒,イスラムきょうと,muselman,n
イスラム教徒,イスラムきょうと,muslim,n
イスラム教徒,イスラムきょうと,muslimsk,n
伊太利,イタリア,Italien,n/uk
伊太利,イタリヤ,Italien,n/uk
伊太利,イタリー,Italien,n/uk
イタリック,イタリック,italisk,n
イッチ,イッチ,klia,n/sl
イッチ,イッチ,klåda,n/sl
イットリウム,イットリウム,yttrium,n
イディオム,イディオム,idiom,n
イデオム,イデオム,idiom,n
イニシアティブ,イニシアティブ,initiativ,n
イニシアチブ,イニシアチブ,initiativ,n
イニシアチヴ,イニシアチヴ,initiativ,n
イニシアティヴ,イニシアティヴ,initiativ,n
イニシエーション,イニシエーション,initiation,n
イニシャル,イニシャル,initial,n/adj-no
イニシアル,イニシアル,initial,n/adj-no
イノセンス,イノセンス,oskuld,n
イノベーション,イノベーション,innovation,n
イノベイション,イノベイション,innovation,n
イブ,イブ,Eva,n
イブ,イブ,afton,n
イブ,イブ,Eva,n
イヴ,イヴ,Eva,n
イヴ,イヴ,afton,n
イヴ,イヴ,Eva,n
イブニング,イブニング,afton,n
イヴニング,イヴニング,afton,n
イブニングドレス,イブニングドレス,aftondräkt,n
イブニング・ドレス,イブニング・ドレス,aftondräkt,n
イベント,イベント,deltävling,n
エベント,エベント,deltävling,n
イマジネーション,イマジネーション,inbillning,n
イマジネイション,イマジネイション,inbillning,n
イミグレーション,イミグレーション,invandring,n
イミグレイション,イミグレイション,invandring,n
イミテーション,イミテーション,härmning,n
イミテイション,イミテイション,härmning,n
イヤホン,イヤホン,hörpropp,n
イヤホン,イヤホン,hörlur,n
イヤフォン,イヤフォン,hörpropp,n
イヤフォン,イヤフォン,hörlur,n
イヤホーン,イヤホーン,hörpropp,n
イヤホーン,イヤホーン,hörlur,n
イヤフォーン,イヤフォーン,hörpropp,n
イヤフォーン,イヤフォーン,hörlur,n
イヤマーク,イヤマーク,öronmärka,n
イヤリング,イヤリング,örhänge,n
イヤリング,イヤリング,örring,n
イラク,イラク,Irak,n
イラショナル,イラショナル,irrationell,n
イラストレーション,イラストレーション,illustration,n
イラストレーター,イラストレーター,illustratör,n
イリーガル,イリーガル,illegal,n
イリュージョン,イリュージョン,illusion,n
イルージョン,イルージョン,illusion,n
イリュミネイション,イリュミネイション,illumination,n
イルミネーション,イルミネーション,illumination,n
イレブン,イレブン,elva,n
イレヴン,イレヴン,elva,n
イン,イン,gästgivargård,n
イン,イン,värdshus,n
インカム,インカム,inkomst,n/abbr
インキュベーション,インキュベーション,inkubation,n
インキュベータ,インキュベータ,kuvös,n
インキュベーター,インキュベーター,kuvös,n
インク,インク,bläck,n/adj-no
インキ,インキ,bläck,n/adj-no
インクルード,インクルード,inbegripa,n/vs
イングランド,イングランド,England,n/adj-no
インサート,インサート,införa,n/vs
インサイダー,インサイダー,insider,n
インシデント,インシデント,incident,n
インシュアランス,インシュアランス,assurans,n
インシュアランス,インシュアランス,försäkring,n
インスリン,インスリン,insulin,n
インシュリン,インシュリン,insulin,n
インジウム,インジウム,indium,n
インジェクション,インジェクション,injicering,n
インジェクター,インジェクター,injektor,n
インジェクタ,インジェクタ,injektor,n
インジケータ,インジケータ,indikator,n
インジケーター,インジケーター,indikator,n
インジゴ,インジゴ,indigo,n
インディゴ,インディゴ,indigo,n
インスタンス,インスタンス,instans,n
インスティテューション,インスティテューション,stiftelse,n
インスティチューション,インスティチューション,stiftelse,n
インスティンクト,インスティンクト,instinkt,n
インストール,インストール,installera,n/vs
インストラクション,インストラクション,instruktion,n
インストラクター,インストラクター,instruktör,n
インスピレーション,インスピレーション,inspiration,n
インスピレイション,インスピレイション,inspiration,n
インスペクション,インスペクション,inspektion,n
インスペクター,インスペクター,inspektör,n
インセキュリティー,インセキュリティー,vansklighet,n
インセスト,インセスト,blodskam,n
インセスト,インセスト,incest,n
インセンス,インセンス,rökelse,n
インセンティブ,インセンティブ,sporre,n
インソール,インソール,bindsula,n
インソール,インソール,inläggssula,n
インソール,インソール,innersula,n
インターバル,インターバル,mellanrum,n
インタバル,インタバル,mellanrum,n
インタフェース,インタフェース,gränsyta,n
インターフェース,インターフェース,gränsyta,n
インターフェイス,インターフェイス,gränsyta,n
インタフェイス,インタフェイス,gränsyta,n
インターフェス,インターフェス,gränsyta,n
インタフェス,インタフェス,gränsyta,n
インターフェア,インターフェア,störning,n
インターフェアランス,インターフェアランス,inhopp,n
インターフェロン,インターフェロン,interferon,n
インターリーブ,インターリーブ,interfoliera,n
インターン,インターン,internera,n
インタセプト,インタセプト,genskjuta,n
インターセプト,インターセプト,genskjuta,n
インタビュアー,インタビュアー,intervjuare,n
インタヴュアー,インタヴュアー,intervjuare,n
インタビューアー,インタビューアー,intervjuare,n
インタプリタ,インタプリタ,tolk,n
インタープリター,インタープリター,tolk,n
インタープリタ,インタープリタ,tolk,n
インタプリター,インタプリター,tolk,n
インタプリト,インタプリト,tolka,n
インタラクション,インタラクション,interaktion,n
インタラクティブ,インタラクティブ,interaktiv,adj-na/n
インタラクティヴ,インタラクティヴ,interaktiv,adj-na/n
インテラクティブ,インテラクティブ,interaktiv,adj-na/n
インタアクティブ,インタアクティブ,interaktiv,adj-na/n
インタラプト,インタラプト,avbryta,n/vs
インターラプト,インターラプト,avbryta,n/vs
インタレスト,インタレスト,intresse,n
インダイレクト,インダイレクト,indirekt,adj-na
インダクション,インダクション,induktion,n
インダストリー,インダストリー,industri,n
インダストリ,インダストリ,industri,n
インダストリアルデザイナー,インダストリアルデザイナー,designer,n
インダストリアル・デザイナー,インダストリアル・デザイナー,designer,n
吋,インチ,tum,n/uk
吋,いんち,tum,n/uk
インテグレーション,インテグレーション,integration,n
インテグレーション,インテグレーション,integrering,n
インテグレート,インテグレート,integrera,n
インテリア,インテリア,interiör,n/abbr
インテリジェンス,インテリジェンス,förstånd,n
インテルクチュアル,インテルクチュアル,tankemässig,n
インテンシティ,インテンシティ,intensitet,n
インテンショナル,インテンショナル,avsiktlig,adj-na
インディアン,インディアン,indier,n
インディアン,インディアン,indisk,n
インデアン,インデアン,indier,n
インデアン,インデアン,indisk,n
インディアンサマー,インディアンサマー,brittsommar,n
インディアン・サマー,インディアン・サマー,brittsommar,n
インディビジュアリスト,インディビジュアリスト,individualist,n
インディビジュアリズム,インディビジュアリズム,individualism,n
インディビジュアル,インディビジュアル,individ,n
インデンテーション,インデンテーション,indrag,n
インデンテイション,インデンテイション,indrag,n
イントネーション,イントネーション,intonation,n
イントロダクション,イントロダクション,ingress,n
印度,インド,Indien,n/uk
インドア,インドア,inomhus,n
印度尼西亜,インドネシア,Indonesien,n/uk
インパルス,インパルス,impuls,n
インビジブル,インビジブル,osynlig,adj-na
インビテーション,インビテーション,inbjudan,n
インビテーション,インビテーション,invit,n
インビテーション,インビテーション,invitation,n
インビテーション,インビテーション,uppmaning,n
インピーダンス,インピーダンス,impedans,n
インフォーマー,インフォーマー,angivare,n
インフォーマルドレス,インフォーマルドレス,vardagsdräkt,n
インフォーマル・ドレス,インフォーマル・ドレス,vardagsdräkt,n
インフラストラクチャー,インフラストラクチャー,infrastruktur,n
インフラストラクチャ,インフラストラクチャ,infrastruktur,n
インフルエンザ,インフルエンザ,influensa,n/adj-no
インフルエンス,インフルエンス,inflytelse,n
インフレーション,インフレーション,inflation,n
インフレギャップ,インフレギャップ,inflationsgap,n
インフレ・ギャップ,インフレ・ギャップ,inflationsgap,n
インプット,インプット,input,n/vs
インプリケーション,インプリケーション,implikation,n
インプリメント,インプリメント,implementera,n/abbr
インプレッション,インプレッション,intryck,n
インプレメント,インプレメント,implementera,n
インプロビゼーション,インプロビゼーション,improvisation,n
インプロヴァイゼィション,インプロヴァイゼィション,improvisation,n
インプロヴィゼーション,インプロヴィゼーション,improvisation,n
インベストメント,インベストメント,cernering,n
インベンション,インベンション,uppfinning,n
インベントリー,インベントリー,inventering,n
インベントリ,インベントリ,inventering,n
インペーダンス,インペーダンス,impedans,n
インペリアル,インペリアル,kejserlig,adj-no
インボルブ,インボルブ,involvera,n
インポータント,インポータント,betydande,n
インポート,インポート,importera,n/vs
インポテンス,インポテンス,impotens,n
インポテンツ,インポテンツ,impotens,n
インヴァリアント,インヴァリアント,invariant,n
インヴェンション,インヴェンション,uppfinning,n
イ短調,イたんちょう,moll,n
ウーステッド,ウーステッド,kamgarnstyg,n
ウーマン,ウーマン,kvinna,n/adj-no
ウマン,ウマン,kvinna,n/adj-no
ウール,ウール,ull,n
ウィークエンド,ウィークエンド,weekend,n
ウイークエンド,ウイークエンド,weekend,n
ウィークデー,ウィークデー,söckendag,n
ウィークデー,ウィークデー,vardag,n
ウィークデー,ウィークデー,vardag,n
ウイークデー,ウイークデー,söckendag,n
ウイークデー,ウイークデー,vardag,n
ウイークデー,ウイークデー,vardag,n
ウィークデイ,ウィークデイ,söckendag,n
ウィークデイ,ウィークデイ,vardag,n
ウィークデイ,ウィークデイ,vardag,n
ウイークデイ,ウイークデイ,söckendag,n
ウイークデイ,ウイークデイ,vardag,n
ウイークデイ,ウイークデイ,vardag,n
ウィク,ウィク,veke,n
ウイック,ウイック,veke,n
ウィンター,ウィンター,vinter,n
ウインター,ウインター,vinter,n
ウィンタ,ウィンタ,vinter,n
ウィンドウ,ウィンドウ,dora,n
ウインドウ,ウインドウ,dora,n
ウインドー,ウインドー,dora,n
ウィンドー,ウィンドー,dora,n
ウインド,ウインド,dora,n
ウインド,ウインド,nysta,n
ウィンド,ウィンド,dora,n
ウィンド,ウィンド,nysta,n
ウイークエンドファーザー,ウイークエンドファーザー,söndagspappa,n
ウイークエンド・ファーザー,ウイークエンド・ファーザー,söndagspappa,n
ウイザード,ウイザード,häxmästare,n
ウィザード,ウィザード,häxmästare,n
ヴィザード,ヴィザード,häxmästare,n
ウィザァド,ウィザァド,häxmästare,n
ウイット,ウイット,ingenium,n
ウィット,ウィット,ingenium,n
ウィドー,ウィドー,horunge,n
ウィドー,ウィドー,änka,n
ウィドー,ウィドー,änkefru,n
ウイドー,ウイドー,horunge,n
ウイドー,ウイドー,änka,n
ウイドー,ウイドー,änkefru,n
ウィドウ,ウィドウ,horunge,n
ウィドウ,ウィドウ,änka,n
ウィドウ,ウィドウ,änkefru,n
ウイドウ,ウイドウ,horunge,n
ウイドウ,ウイドウ,änka,n
ウイドウ,ウイドウ,änkefru,n
ウイナー,ウイナー,vinnare,n
ウイルス,ウイルス,virus,n/adj-no
ウィルス,ウィルス,virus,n/adj-no
ビールス,ビールス,virus,n/adj-no
バイラス,バイラス,virus,n/adj-no
ヴィールス,ヴィールス,virus,n/adj-no
ヴァイラス,ヴァイラス,virus,n/adj-no
ウイング,ウイング,flygel,n
ウィング,ウィング,flygel,n
